ID,Gender
25-1125.00-1,both
25-1125.00-2,both
25-1113.00-0,female
25-1113.00-1,female
25-1113.00-2,female
27-2011.00-0,both
27-2011.00-1,both
27-2011.00-2,both
27-4011.00-0,male
27-4011.00-1,male
27-4011.00-2,male
27-2099.00-0,both
27-2099.00-1,both
27-2099.00-2,both
27-3042.00-0,both
27-3042.00-1,both
27-3042.00-2,both
27-2012.00-0,both
27-2012.00-1,both
27-2012.00-2,both
27-2032.00-0,female
27-2032.00-1,female
27-2032.00-2,both
27-3092.00-0,both
27-3092.00-1,both
27-3092.00-2,both
27-1013.00-0,both
27-1013.00-1,both
27-1013.00-2,both
27-4099.00-0,male
27-4099.00-1,male
27-4099.00-2,male
27-4012.00-0,male
27-4012.00-1,male
27-4012.00-2,male
29-1161.00-0,female
29-1161.00-1,female
29-1161.00-2,female
29-2011.00-0,both
29-2011.00-1,both
29-2011.00-2,both
29-1011.00-0,both
29-1011.00-1,both
29-1011.00-2,both
29-1129.01-0,female
29-1129.01-1,female
29-1129.01-2,female
29-2012.01-0,both
29-2012.01-1,both
29-2012.01-2,both
29-2052.00-0,female
29-2052.00-1,female
29-2052.00-2,female
29-1216.00-0,both
29-1216.00-1,both
29-1216.00-2,both
29-1291.00-0,both
29-1291.00-1,female
29-1291.00-2,both
29-2042.00-0,both
29-2042.00-1,male
29-2042.00-2,male
29-1081.00-0,both
29-1081.00-1,both
29-1081.00-2,both
31-2011.00-0,female
31-2011.00-1,female
31-2011.00-2,female
31-2012.00-0,female
31-2012.00-1,female
31-2012.00-2,female
31-9011.00-0,female
31-9011.00-1,female
31-9011.00-2,female
31-1121.00-0,female
31-1121.00-1,female
31-1121.00-2,female
31-9096.00-0,female
31-9096.00-1,female
31-9096.00-2,female
31-9099.02-0,both
31-9099.02-1,both
31-9099.02-2,both
31-9094.00-0,female
31-9094.00-1,female
31-9094.00-2,female
31-9093.00-0,both
31-9093.00-1,female
31-9093.00-2,both
31-1131.00-0,female
31-1131.00-1,female
31-1131.00-2,female
31-1122.00-0,female
31-1122.00-1,female
31-1122.00-2,female
33-9093.00-0,both
33-9093.00-1,both
33-9093.00-2,both
33-3052.00-0,male
33-3052.00-1,male
33-3052.00-2,male
33-2011.00-0,male
33-2011.00-1,male
33-2011.00-2,male
33-1012.00-0,male
33-1012.00-1,male
33-1012.00-2,male
33-9099.02-0,male
33-9099.02-1,male
33-9099.02-2,male
33-9032.00-0,male
33-9032.00-1,male
33-9032.00-2,male
33-3031.00-0,male
33-3031.00-1,male
33-3031.00-2,male
33-3041.00-0,male
33-3041.00-1,male
33-3041.00-2,male
33-2021.00-0,male
33-2021.00-1,male
33-2021.00-2,male
33-9091.00-0,both
33-9091.00-1,both
33-9091.00-2,both
35-9021.00-0,both
35-9021.00-1,both
35-9021.00-2,both
35-2021.00-0,both
35-2021.00-1,both
35-2021.00-2,both
35-2013.00-0,female
35-2013.00-1,female
35-2013.00-2,female
35-1012.00-0,both
35-1012.00-1,both
35-1012.00-2,both
35-2014.00-0,both
35-2014.00-1,both
35-2014.00-2,both
35-9099.00-0,both
35-9099.00-1,both
35-9099.00-2,both
35-3031.00-0,female
35-3031.00-1,both
35-3031.00-2,female
35-9031.00-0,female
35-9031.00-1,female
35-9031.00-2,female
35-2011.00-0,both
35-2011.00-1,both
35-2011.00-2,both
35-2019.00-0,both
35-2019.00-1,both
35-2019.00-2,both
37-1011.00-0,female
37-1011.00-1,female
37-1011.00-2,female
37-1012.00-0,male
37-1012.00-1,male
37-1012.00-2,male
37-2011.00-0,both
37-2011.00-1,both
37-2011.00-2,both
37-2012.00-0,female
37-2012.00-1,female
37-2012.00-2,female
37-2019.00-0,both
37-2019.00-1,male
37-2019.00-2,male
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,male
37-3011.00-1,male
37-3011.00-2,male
37-3012.00-0,male
37-3012.00-1,male
37-3012.00-2,male
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,male
37-3019.00-1,male
37-3019.00-2,male
39-3099.00-0,both
39-3099.00-1,both
39-3099.00-2,both
39-9041.00-0,female
39-9041.00-1,female
39-9041.00-2,female
39-1022.00-0,female
39-1022.00-1,female
39-1022.00-2,female
39-3093.00-0,female
39-3093.00-1,female
39-3093.00-2,female
39-5094.00-0,female
39-5094.00-1,female
39-5094.00-2,female
39-3019.00-0,both
39-3019.00-1,both
39-3019.00-2,both
39-7011.00-0,both
39-7011.00-1,both
39-7011.00-2,both
39-5012.00-0,female
39-5012.00-1,female
39-5012.00-2,female
39-3012.00-0,male
39-3012.00-1,male
39-3012.00-2,male
39-1014.00-0,both
39-1014.00-1,both
39-1014.00-2,both
41-3021.00-0,both
41-3021.00-1,both
41-3021.00-2,both
41-4011.00-0,male
41-4011.00-1,male
41-4011.00-2,male
41-9022.00-0,both
41-9022.00-1,both
41-9022.00-2,both
41-9041.00-0,both
41-9041.00-1,both
41-9041.00-2,both
41-9099.00-0,both
41-9099.00-1,both
41-9099.00-2,both
41-4012.00-0,both
41-4012.00-1,both
41-4012.00-2,both
41-1011.00-0,both
41-1011.00-1,both
41-1011.00-2,both
41-2011.00-0,female
41-2011.00-1,female
41-2011.00-2,female
41-9031.00-0,male
41-9031.00-1,both
41-9031.00-2,both
41-9012.00-0,female
41-9012.00-1,female
41-9012.00-2,female
43-9111.00-0,both
43-9111.00-1,both
43-9111.00-2,both
43-5111.00-0,both
43-5111.00-1,both
43-5111.00-2,both
43-9071.00-0,both
43-9071.00-1,both
43-9071.00-2,both
43-3031.00-0,female
43-3031.00-1,female
43-3031.00-2,both
43-1011.00-0,female
43-1011.00-1,both
43-1011.00-2,both
43-2021.00-0,female
43-2021.00-1,female
43-2021.00-2,female
43-3061.00-0,both
43-3061.00-1,both
43-3061.00-2,both
43-5061.00-0,both
43-5061.00-1,both
43-5061.00-2,both
43-5041.00-0,both
43-5041.00-1,both
43-5041.00-2,male
43-3041.00-0,both
43-3041.00-1,both
43-3041.00-2,both
45-2092.00-0,both
45-2092.00-1,both
45-2092.00-2,both
45-2041.00-0,both
45-2041.00-1,both
45-2041.00-2,both
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
45-4021.00-0,male
45-4021.00-1,male
45-4021.00-2,male
45-2011.00-0,both
45-2011.00-1,both
45-2011.00-2,both
45-2091.00-0,male
45-2091.00-1,male
45-2091.00-2,male
45-4011.00-0,male
45-4011.00-1,male
45-4011.00-2,male
45-2093.00-0,male
45-2093.00-1,male
45-2093.00-2,male
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-3031.00-0,male
45-3031.00-1,male
45-3031.00-2,male
47-2041.00-0,male
47-2041.00-1,male
47-2041.00-2,male
47-2044.00-0,male
47-2044.00-1,male
47-2044.00-2,male
47-4099.03-0,male
47-4099.03-1,male
47-4099.03-2,male
47-2142.00-0,male
47-2142.00-1,male
47-2142.00-2,male
47-2053.00-0,male
47-2053.00-1,male
47-2053.00-2,male
47-2131.00-0,male
47-2131.00-1,male
47-2131.00-2,male
47-3011.00-0,male
47-3011.00-1,male
47-3011.00-2,male
47-1011.03-0,male
47-1011.03-1,male
47-1011.03-2,male
47-2021.00-0,male
47-2021.00-1,male
47-2021.00-2,male
47-3012.00-0,male
47-3012.00-1,male
47-3012.00-2,male
49-9081.00-0,male
49-9081.00-1,male
49-9081.00-2,male
49-9051.00-0,male
49-9051.00-1,male
49-9051.00-2,male
49-9099.00-0,male
49-9099.00-1,male
49-9099.00-2,male
49-3041.00-0,male
49-3041.00-1,male
49-3041.00-2,male
49-9043.00-0,male
49-9043.00-1,male
49-9043.00-2,male
49-2094.00-0,male
49-2094.00-1,male
49-2094.00-2,male
49-3022.00-0,male
49-3022.00-1,male
49-3022.00-2,male
49-9097.00-0,male
49-9097.00-1,male
49-9097.00-2,male
49-9044.00-0,male
49-9044.00-1,male
49-9044.00-2,male
49-3021.00-0,male
49-3021.00-1,male
49-3021.00-2,male
51-5111.00-0,both
51-5111.00-1,both
51-5111.00-2,both
51-9011.00-0,male
51-9011.00-1,male
51-9011.00-2,male
51-3011.00-0,both
51-3011.00-1,both
51-3011.00-2,both
51-4121.00-0,male
51-4121.00-1,male
51-4121.00-2,male
51-3093.00-0,male
51-3093.00-1,male
51-3093.00-2,male
51-2022.00-0,male
51-2022.00-1,male
51-2022.00-2,male
51-4022.00-0,male
51-4022.00-1,male
51-4022.00-2,male
51-9193.00-0,male
51-9193.00-1,male
51-9193.00-2,male
51-4021.00-0,male
51-4021.00-1,male
51-4021.00-2,male
51-7021.00-0,male
51-7021.00-1,male
51-7021.00-2,male
53-2012.00-0,male
53-2012.00-1,male
53-2012.00-2,male
53-6032.00-0,both
53-6032.00-1,male
53-6032.00-2,male
53-7072.00-0,male
53-7072.00-1,male
53-7072.00-2,male
53-6099.00-0,male
53-6099.00-1,both
53-6099.00-2,both
53-3054.00-0,male
53-3054.00-1,male
53-3054.00-2,male
53-3099.00-0,male
53-3099.00-1,male
53-3099.00-2,male
53-7064.00-0,both
53-7064.00-1,female
53-7064.00-2,both
53-4099.00-0,male
53-4099.00-1,male
53-4099.00-2,male
53-3052.00-0,male
53-3052.00-1,male
53-3052.00-2,male
53-2011.00-0,male
53-2011.00-1,male
53-2011.00-2,male
55-1019.00-0,male
55-1019.00-1,male
55-1019.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-3018.00-0,male
55-3018.00-1,male
55-3018.00-2,male
55-2012.00-0,male
55-2012.00-1,male
55-2012.00-2,male
55-2013.00-0,male
55-2013.00-1,male
55-2013.00-2,male
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
55-1013.00-0,male
55-1013.00-1,male
55-1013.00-2,male
