ID,Gender
23-2099.00-2,female
25-3041.00-0,female
25-3041.00-1,female
25-3041.00-2,female
25-1199.00-0,both
25-1199.00-1,both
25-1199.00-2,both
25-2059.01-0,female
25-2059.01-1,female
25-2059.01-2,female
25-1042.00-0,both
25-1042.00-1,both
25-1042.00-2,both
25-4011.00-0,female
25-4011.00-1,female
25-4011.00-2,female
25-2021.00-0,female
25-2021.00-1,female
25-2021.00-2,female
25-2059.00-0,female
25-2059.00-1,female
25-2059.00-2,female
25-9049.00-0,female
25-9049.00-1,female
25-9049.00-2,female
25-1112.00-0,both
25-1112.00-1,both
25-1112.00-2,both
25-1193.00-0,both
25-1193.00-1,both
25-1193.00-2,both
27-2032.00-0,female
27-2032.00-1,female
27-2032.00-2,female
27-1027.00-0,both
27-1027.00-1,female
27-1027.00-2,female
27-2021.00-0,male
27-2021.00-1,male
27-2021.00-2,male
27-3091.00-0,both
27-3091.00-1,female
27-3091.00-2,both
27-2023.00-0,male
27-2023.00-1,male
27-2023.00-2,male
27-2099.00-0,both
27-2099.00-1,both
27-2099.00-2,both
27-1019.00-0,both
27-1019.00-1,both
27-1019.00-2,both
27-2031.00-0,female
27-2031.00-1,both
27-2031.00-2,female
27-3031.00-0,female
27-3031.00-1,both
27-3031.00-2,both
27-1029.00-0,both
27-1029.00-1,both
27-1029.00-2,both
29-1029.00-0,both
29-1029.00-1,both
29-1029.00-2,both
29-1125.00-0,female
29-1125.00-1,female
29-1125.00-2,female
29-1041.00-0,both
29-1041.00-1,both
29-1041.00-2,both
29-1243.00-0,female
29-1243.00-1,female
29-1243.00-2,female
29-9099.00-0,both
29-9099.00-1,both
29-9099.00-2,both
29-1141.03-0,both
29-1141.03-1,both
29-1141.03-2,both
29-1131.00-0,both
29-1131.00-1,both
29-1131.00-2,both
29-1229.01-0,both
29-1229.01-1,both
29-1229.01-2,both
29-2012.00-0,both
29-2012.00-1,both
29-2012.00-2,both
29-1299.01-0,female
29-1299.01-1,female
29-1299.01-2,female
31-9099.00-0,female
31-9099.00-1,female
31-9099.00-2,female
31-1121.00-0,female
31-1121.00-1,female
31-1121.00-2,female
31-9099.02-0,both
31-9099.02-1,both
31-9099.02-2,both
31-9099.01-0,female
31-9099.01-1,female
31-9099.01-2,female
31-1131.00-0,female
31-1131.00-1,female
31-1131.00-2,female
31-2022.00-0,female
31-2022.00-1,female
31-2022.00-2,female
31-9092.00-0,female
31-9092.00-1,female
31-9092.00-2,female
31-2011.00-0,female
31-2011.00-1,female
31-2011.00-2,female
31-2021.00-0,female
31-2021.00-1,female
31-2021.00-2,female
31-2012.00-0,female
31-2012.00-1,female
31-2012.00-2,female
33-3031.00-0,male
33-3031.00-1,male
33-3031.00-2,male
33-1091.00-0,male
33-1091.00-1,male
33-1091.00-2,male
33-3021.06-0,male
33-3021.06-1,male
33-3021.06-2,male
33-3051.04-0,male
33-3051.04-1,male
33-3051.04-2,male
33-9099.00-0,male
33-9099.00-1,male
33-9099.00-2,male
33-1012.00-0,male
33-1012.00-1,male
33-1012.00-2,male
33-9021.00-0,both
33-9021.00-1,both
33-9021.00-2,both
33-3052.00-0,male
33-3052.00-1,male
33-3052.00-2,male
33-1011.00-0,male
33-1011.00-1,male
33-1011.00-2,male
33-9094.00-0,female
33-9094.00-1,female
33-9094.00-2,female
35-2013.00-0,female
35-2013.00-1,female
35-2013.00-2,female
35-2012.00-0,both
35-2012.00-1,both
35-2012.00-2,both
35-2011.00-0,both
35-2011.00-1,both
35-2011.00-2,both
35-3031.00-0,female
35-3031.00-1,female
35-3031.00-2,female
35-2019.00-0,both
35-2019.00-1,both
35-2019.00-2,both
35-2014.00-0,both
35-2014.00-1,both
35-2014.00-2,both
35-3023.01-0,female
35-3023.01-1,female
35-3023.01-2,female
35-9021.00-0,female
35-9021.00-1,female
35-9021.00-2,both
35-9099.00-0,both
35-9099.00-1,both
35-9099.00-2,female
35-3023.00-0,female
35-3023.00-1,both
35-3023.00-2,female
37-1011.00-0,female
37-1011.00-1,both
37-1011.00-2,both
37-1012.00-0,male
37-1012.00-1,both
37-1012.00-2,male
37-2011.00-0,female
37-2011.00-1,female
37-2011.00-2,female
37-2012.00-0,female
37-2012.00-1,female
37-2012.00-2,female
37-2019.00-0,male
37-2019.00-1,male
37-2019.00-2,male
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,both
37-3011.00-1,both
37-3011.00-2,both
37-3012.00-0,both
37-3012.00-1,both
37-3012.00-2,both
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,male
37-3019.00-1,male
37-3019.00-2,male
39-3019.00-0,both
39-3019.00-1,male
39-3019.00-2,both
39-4031.00-0,female
39-4031.00-1,female
39-4031.00-2,female
39-3091.00-0,female
39-3091.00-1,female
39-3091.00-2,female
39-6011.00-0,both
39-6011.00-1,both
39-6011.00-2,both
39-3012.00-0,male
39-3012.00-1,male
39-3012.00-2,male
39-9011.00-0,female
39-9011.00-1,female
39-9011.00-2,female
39-7012.00-0,both
39-7012.00-1,both
39-7012.00-2,both
39-1022.00-0,female
39-1022.00-1,female
39-1022.00-2,female
39-5011.00-0,male
39-5011.00-1,male
39-5011.00-2,male
39-5093.00-0,female
39-5093.00-1,female
39-5093.00-2,female
41-9021.00-0,both
41-9021.00-1,both
41-9021.00-2,both
41-9099.00-0,both
41-9099.00-1,both
41-9099.00-2,both
41-1012.00-0,male
41-1012.00-1,male
41-1012.00-2,both
41-2021.00-0,both
41-2021.00-1,both
41-2021.00-2,both
41-3011.00-0,both
41-3011.00-1,both
41-3011.00-2,both
41-4011.07-0,both
41-4011.07-1,both
41-4011.07-2,both
41-2012.00-0,male
41-2012.00-1,both
41-2012.00-2,both
41-9091.00-0,both
41-9091.00-1,both
41-9091.00-2,both
41-1011.00-0,both
41-1011.00-1,both
41-1011.00-2,both
41-2022.00-0,male
41-2022.00-1,male
41-2022.00-2,male
43-3011.00-0,both
43-3011.00-1,both
43-3011.00-2,both
43-4121.00-0,female
43-4121.00-1,female
43-4121.00-2,female
43-5052.00-0,both
43-5052.00-1,male
43-5052.00-2,both
43-4051.00-0,female
43-4051.00-1,female
43-4051.00-2,female
43-4199.00-0,female
43-4199.00-1,female
43-4199.00-2,female
43-6011.00-0,female
43-6011.00-1,female
43-6011.00-2,female
43-4031.00-0,female
43-4031.00-1,female
43-4031.00-2,female
43-9051.00-0,both
43-9051.00-1,both
43-9051.00-2,both
43-3031.00-0,both
43-3031.00-1,both
43-3031.00-2,both
43-4141.00-0,both
43-4141.00-1,both
43-4141.00-2,both
45-2091.00-0,male
45-2091.00-1,male
45-2091.00-2,male
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-2093.00-0,both
45-2093.00-1,both
45-2093.00-2,both
45-2092.00-0,both
45-2092.00-1,both
45-2092.00-2,both
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
45-3031.00-0,male
45-3031.00-1,male
45-3031.00-2,male
45-4021.00-0,male
45-4021.00-1,male
45-4021.00-2,male
45-4011.00-0,male
45-4011.00-1,male
45-4011.00-2,male
45-2021.00-0,both
45-2021.00-1,both
45-2021.00-2,both
45-2041.00-0,both
45-2041.00-1,both
45-2041.00-2,both
47-5081.00-0,male
47-5081.00-1,male
47-5081.00-2,male
47-2171.00-0,male
47-2171.00-1,male
47-2171.00-2,male
47-2072.00-0,male
47-2072.00-1,male
47-2072.00-2,male
47-2041.00-0,male
47-2041.00-1,male
47-2041.00-2,male
47-1011.03-0,male
47-1011.03-1,male
47-1011.03-2,both
47-2181.00-0,male
47-2181.00-1,male
47-2181.00-2,male
47-2131.00-0,male
47-2131.00-1,male
47-2131.00-2,male
47-3012.00-0,male
47-3012.00-1,male
47-3012.00-2,male
47-4099.00-0,male
47-4099.00-1,male
47-4099.00-2,male
47-5012.00-0,male
47-5012.00-1,male
47-5012.00-2,male
49-2021.00-0,male
49-2021.00-1,male
49-2021.00-2,male
49-9091.00-0,male
49-9091.00-1,male
49-9091.00-2,male
49-2097.00-0,male
49-2097.00-1,male
49-2097.00-2,male
49-9098.00-0,male
49-9098.00-1,male
49-9098.00-2,male
49-3042.00-0,male
49-3042.00-1,male
49-3042.00-2,male
49-9092.00-0,male
49-9092.00-1,male
49-9092.00-2,male
49-9094.00-0,male
49-9094.00-1,male
49-9094.00-2,male
49-9012.00-0,male
49-9012.00-1,male
49-9012.00-2,male
49-9071.00-0,male
49-9071.00-1,male
49-9071.00-2,male
49-9069.00-0,male
49-9069.00-1,male
49-9069.00-2,male
51-9194.00-0,male
51-9194.00-1,male
51-9194.00-2,male
51-2061.00-0,male
51-2061.00-1,male
51-2061.00-2,male
51-7032.00-0,male
51-7032.00-1,male
51-7032.00-2,male
51-9197.00-0,male
51-9197.00-1,male
51-9197.00-2,male
51-9196.00-0,male
51-9196.00-1,male
51-9196.00-2,male
51-7099.00-0,both
51-7099.00-1,male
51-7099.00-2,male
51-9193.00-0,male
51-9193.00-1,male
51-9193.00-2,male
51-8013.03-0,male
51-8013.03-1,male
51-8013.03-2,male
51-9191.00-0,male
51-9191.00-1,male
51-9191.00-2,male
51-9151.00-0,both
51-9151.00-1,both
51-9151.00-2,both
53-4022.00-0,male
53-4022.00-1,male
53-4022.00-2,male
53-7065.00-0,both
53-7065.00-1,both
53-7065.00-2,both
53-1043.00-0,male
53-1043.00-1,male
53-1043.00-2,male
53-3054.00-0,both
53-3054.00-1,both
53-3054.00-2,male
53-6099.00-0,male
53-6099.00-1,male
53-6099.00-2,male
53-6011.00-0,male
53-6011.00-1,male
53-6011.00-2,both
53-7081.00-0,male
53-7081.00-1,male
53-7081.00-2,male
53-5031.00-0,male
53-5031.00-1,male
53-5031.00-2,male
53-7062.00-0,male
53-7062.00-1,male
53-7062.00-2,male
53-2021.00-0,male
53-2021.00-1,male
53-2021.00-2,male
55-2013.00-0,male
55-2013.00-1,male
55-2013.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
55-1014.00-0,male
55-1014.00-1,male
55-1014.00-2,male
55-2012.00-0,male
55-2012.00-1,male
55-2012.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
55-3016.00-0,male
55-3016.00-1,male
55-3016.00-2,male
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-2011.00-0,male
55-2011.00-1,male
55-2011.00-2,male
55-1013.00-0,male
55-1013.00-1,male
55-1013.00-2,male
