ID,Gender
19-3092.00-0,both
19-3092.00-1,both
19-3092.00-2,both
19-1032.00-0,both
19-1032.00-1,both
19-1032.00-2,both
19-1023.00-0,both
19-1023.00-1,both
19-1023.00-2,both
19-4092.00-0,both
19-4092.00-1,both
19-4092.00-2,both
19-4099.01-0,both
19-4099.01-1,both
19-4099.01-2,both
21-1021.00-0,female
21-1021.00-1,female
21-1021.00-2,female
21-1091.00-0,female
21-1091.00-1,female
21-1091.00-2,female
21-1029.00-0,female
21-1029.00-1,female
21-1029.00-2,female
21-1094.00-0,female
21-1094.00-1,female
21-1094.00-2,female
21-2011.00-0,both
21-2011.00-1,both
21-2011.00-2,both
21-1093.00-0,female
21-1093.00-1,female
21-1093.00-2,female
21-1014.00-0,female
21-1014.00-1,female
21-1014.00-2,female
21-1013.00-0,female
21-1013.00-1,female
21-1013.00-2,female
21-1022.00-0,female
21-1022.00-1,female
21-1022.00-2,female
21-1019.00-0,female
21-1019.00-1,female
21-1019.00-2,female
23-1011.00-0,both
23-1011.00-1,both
23-1011.00-2,both
23-1012.00-0,both
23-1012.00-1,both
23-1012.00-2,both
23-1021.00-0,both
23-1021.00-1,both
23-1021.00-2,both
23-1022.00-0,both
23-1022.00-1,both
23-1022.00-2,both
23-1023.00-0,both
23-1023.00-1,both
23-1023.00-2,male
23-2011.00-0,female
23-2011.00-1,female
23-2011.00-2,female
23-2093.00-0,both
23-2093.00-1,both
23-2093.00-2,both
23-2099.00-0,female
23-2099.00-1,both
23-2099.00-2,female
25-1124.00-0,female
25-1124.00-1,female
25-1124.00-2,female
25-1194.00-0,both
25-1194.00-1,both
25-1194.00-2,both
25-1193.00-0,female
25-1193.00-1,female
25-1193.00-2,both
25-3041.00-0,female
25-3041.00-1,female
25-3041.00-2,female
25-9042.00-0,female
25-9042.00-1,female
25-9042.00-2,female
25-1063.00-0,both
25-1063.00-1,both
25-1063.00-2,both
25-1067.00-0,female
25-1067.00-1,female
25-1067.00-2,female
25-1125.00-0,both
25-1125.00-1,female
25-1125.00-2,both
25-1069.00-0,female
25-1069.00-1,female
25-1069.00-2,female
25-2057.00-0,female
25-2057.00-1,female
25-2057.00-2,female
27-1011.00-0,both
27-1011.00-1,both
27-1011.00-2,both
27-4021.00-0,both
27-4021.00-1,both
27-4021.00-2,both
27-4032.00-0,both
27-4032.00-1,both
27-4032.00-2,both
27-2011.00-0,both
27-2011.00-1,both
27-2011.00-2,both
27-1014.00-0,both
27-1014.00-1,both
27-1014.00-2,both
27-1013.00-0,both
27-1013.00-1,both
27-1013.00-2,both
27-2022.00-0,male
27-2022.00-1,both
27-2022.00-2,male
27-2099.00-0,both
27-2099.00-1,both
27-2099.00-2,both
27-3011.00-0,both
27-3011.00-1,both
27-3011.00-2,both
27-1012.00-0,female
27-1012.00-1,both
27-1012.00-2,female
29-1222.00-0,both
29-1222.00-1,both
29-1222.00-2,both
29-1291.00-0,female
29-1291.00-1,female
29-1291.00-2,female
29-2092.00-0,female
29-2092.00-1,female
29-2092.00-2,female
29-1041.00-0,both
29-1041.00-1,both
29-1041.00-2,both
29-1131.00-0,female
29-1131.00-1,female
29-1131.00-2,female
29-1218.00-0,female
29-1218.00-1,female
29-1218.00-2,female
29-1229.00-0,both
29-1229.00-1,both
29-1229.00-2,both
29-2053.00-0,female
29-2053.00-1,female
29-2053.00-2,female
29-1229.02-0,both
29-1229.02-1,male
29-1229.02-2,both
29-2012.00-0,both
29-2012.00-1,both
29-2012.00-2,both
31-9096.00-0,female
31-9096.00-1,female
31-9096.00-2,female
31-9011.00-0,female
31-9011.00-1,female
31-9011.00-2,female
31-1133.00-0,female
31-1133.00-1,female
31-1133.00-2,female
31-1121.00-0,female
31-1121.00-1,female
31-1121.00-2,female
31-2022.00-0,female
31-2022.00-1,female
31-2022.00-2,female
31-9099.01-0,female
31-9099.01-1,female
31-9099.01-2,female
31-9097.00-0,female
31-9097.00-1,female
31-9097.00-2,female
31-1132.00-0,female
31-1132.00-1,female
31-1132.00-2,female
31-9091.00-0,female
31-9091.00-1,female
31-9091.00-2,female
31-2012.00-0,female
31-2012.00-1,female
31-2012.00-2,female
33-1099.00-0,male
33-1099.00-1,male
33-1099.00-2,male
33-3021.00-0,male
33-3021.00-1,male
33-3021.00-2,male
33-3021.02-0,male
33-3021.02-1,male
33-3021.02-2,both
33-9093.00-0,both
33-9093.00-1,both
33-9093.00-2,both
33-3051.04-0,male
33-3051.04-1,male
33-3051.04-2,male
33-9099.02-0,male
33-9099.02-1,male
33-9099.02-2,male
33-3021.06-0,both
33-3021.06-1,both
33-3021.06-2,both
33-9032.00-0,male
33-9032.00-1,male
33-9032.00-2,male
33-1011.00-0,male
33-1011.00-1,male
33-1011.00-2,male
33-9091.00-0,both
33-9091.00-1,both
33-9091.00-2,both
35-3023.01-0,female
35-3023.01-1,female
35-3023.01-2,female
35-2014.00-0,both
35-2014.00-1,both
35-2014.00-2,both
35-1012.00-0,both
35-1012.00-1,both
35-1012.00-2,both
35-3041.00-0,female
35-3041.00-1,female
35-3041.00-2,female
35-9031.00-0,female
35-9031.00-1,female
35-9031.00-2,female
35-3031.00-0,female
35-3031.00-1,female
35-3031.00-2,female
35-2011.00-0,both
35-2011.00-1,both
35-2011.00-2,both
35-9011.00-0,female
35-9011.00-1,female
35-9011.00-2,female
35-2015.00-0,male
35-2015.00-1,male
35-2015.00-2,male
35-2021.00-0,both
35-2021.00-1,both
35-2021.00-2,both
37-1011.00-0,female
37-1011.00-1,female
37-1011.00-2,female
37-1012.00-0,male
37-1012.00-1,male
37-1012.00-2,male
37-2011.00-0,both
37-2011.00-1,female
37-2011.00-2,both
37-2012.00-0,female
37-2012.00-1,female
37-2012.00-2,female
37-2019.00-0,female
37-2019.00-1,female
37-2019.00-2,female
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,male
37-3011.00-1,male
37-3011.00-2,male
37-3012.00-0,male
37-3012.00-1,male
37-3012.00-2,male
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,male
37-3019.00-1,male
37-3019.00-2,male
39-9032.00-0,female
39-9032.00-1,female
39-9032.00-2,female
39-2021.00-0,female
39-2021.00-1,female
39-2021.00-2,female
39-6012.00-0,female
39-6012.00-1,female
39-6012.00-2,female
39-7012.00-0,both
39-7012.00-1,female
39-7012.00-2,female
39-1013.00-0,male
39-1013.00-1,male
39-1013.00-2,male
39-9041.00-0,female
39-9041.00-1,female
39-9041.00-2,female
39-7011.00-0,both
39-7011.00-1,both
39-7011.00-2,both
39-2011.00-0,female
39-2011.00-1,female
39-2011.00-2,female
39-1022.00-0,female
39-1022.00-1,female
39-1022.00-2,female
39-1014.00-0,both
39-1014.00-1,both
39-1014.00-2,both
41-3041.00-0,female
41-3041.00-1,female
41-3041.00-2,female
41-9091.00-0,both
41-9091.00-1,male
41-9091.00-2,both
41-1012.00-0,male
41-1012.00-1,male
41-1012.00-2,male
41-2031.00-0,female
41-2031.00-1,female
41-2031.00-2,female
41-2011.00-0,female
41-2011.00-1,female
41-2011.00-2,female
41-2012.00-0,male
41-2012.00-1,male
41-2012.00-2,both
41-3091.00-0,both
41-3091.00-1,both
41-3091.00-2,both
41-2022.00-0,male
41-2022.00-1,male
41-2022.00-2,male
41-3011.00-0,both
41-3011.00-1,both
41-3011.00-2,both
41-9012.00-0,female
41-9012.00-1,female
41-9012.00-2,female
43-6012.00-0,female
43-6012.00-1,female
43-6012.00-2,female
43-4011.00-0,both
43-4011.00-1,both
43-4011.00-2,both
43-5011.01-0,both
43-5011.01-1,both
43-5011.01-2,both
43-4021.00-0,female
43-4021.00-1,female
43-4021.00-2,female
43-4131.00-0,female
43-4131.00-1,both
43-4131.00-2,both
43-3061.00-0,both
43-3061.00-1,both
43-3061.00-2,both
43-9021.00-0,female
43-9021.00-1,female
43-9021.00-2,female
43-4161.00-0,female
43-4161.00-1,female
43-4161.00-2,female
43-3041.00-0,both
43-3041.00-1,male
43-3041.00-2,male
43-9199.00-0,female
43-9199.00-1,female
43-9199.00-2,female
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
45-2041.00-0,female
45-2041.00-1,both
45-2041.00-2,both
45-4022.00-0,male
45-4022.00-1,male
45-4022.00-2,male
45-2099.00-0,both
45-2099.00-1,male
45-2099.00-2,male
45-4023.00-0,male
45-4023.00-1,male
45-4023.00-2,male
45-2091.00-0,male
45-2091.00-1,male
45-2091.00-2,male
45-2093.00-0,male
45-2093.00-1,male
45-2093.00-2,male
45-2092.00-0,male
45-2092.00-1,male
45-2092.00-2,male
45-4011.00-0,both
45-4011.00-1,both
45-4011.00-2,both
45-2021.00-0,both
45-2021.00-1,both
45-2021.00-2,both
47-2221.00-0,male
47-2221.00-1,male
47-2221.00-2,male
47-3014.00-0,male
47-3014.00-1,male
47-3014.00-2,male
47-4051.00-0,male
47-4051.00-1,male
47-4051.00-2,male
47-2071.00-0,male
47-2071.00-1,male
47-2071.00-2,male
47-2061.00-0,male
47-2061.00-1,male
47-2061.00-2,male
47-2141.00-0,male
47-2141.00-1,male
47-2141.00-2,male
47-2161.00-0,male
47-2161.00-1,male
47-2161.00-2,male
47-2151.00-0,male
47-2151.00-1,male
47-2151.00-2,male
47-4099.03-0,male
47-4099.03-1,male
47-4099.03-2,male
47-5071.00-0,male
47-5071.00-1,male
47-5071.00-2,male
49-9071.00-0,male
49-9071.00-1,male
49-9071.00-2,male
49-3022.00-0,male
49-3022.00-1,male
49-3022.00-2,male
49-9063.00-0,both
49-9063.00-1,both
49-9063.00-2,male
49-9044.00-0,male
49-9044.00-1,male
49-9044.00-2,male
49-2011.00-0,male
49-2011.00-1,male
49-2011.00-2,male
49-9098.00-0,male
49-9098.00-1,male
49-9098.00-2,male
49-9099.01-0,male
49-9099.01-1,male
49-9099.01-2,male
49-9011.00-0,male
49-9011.00-1,male
49-9011.00-2,male
49-9061.00-0,male
49-9061.00-1,male
49-9061.00-2,male
49-2022.00-0,male
49-2022.00-1,male
49-2022.00-2,male
51-9161.00-0,male
51-9161.00-1,male
51-9161.00-2,male
51-6051.00-0,female
51-6051.00-1,female
51-6051.00-2,female
51-6041.00-0,male
51-6041.00-1,male
51-6041.00-2,male
51-3091.00-0,male
51-3091.00-1,male
51-3091.00-2,male
51-7031.00-0,male
51-7031.00-1,male
51-7031.00-2,male
51-9195.03-0,male
51-9195.03-1,male
51-9195.03-2,male
51-9022.00-0,male
51-9022.00-1,male
51-9022.00-2,male
51-2061.00-0,male
51-2061.00-1,male
51-2061.00-2,male
51-9162.00-0,male
51-9162.00-1,male
51-9162.00-2,male
51-3021.00-0,male
51-3021.00-1,male
51-3021.00-2,male
53-7071.00-0,male
53-7071.00-1,male
53-7071.00-2,male
53-5022.00-0,male
53-5022.00-1,male
53-5022.00-2,male
53-6011.00-0,male
53-6011.00-1,male
53-6011.00-2,male
53-3051.00-0,female
53-3051.00-1,female
53-3051.00-2,female
53-4022.00-0,male
53-4022.00-1,male
53-4022.00-2,male
53-7011.00-0,male
53-7011.00-1,male
53-7011.00-2,male
53-4011.00-0,male
53-4011.00-1,male
53-4011.00-2,male
53-6021.00-0,both
53-6021.00-1,both
53-6021.00-2,both
53-1044.00-0,female
53-1044.00-1,female
53-1044.00-2,both
53-4031.00-0,male
53-4031.00-1,male
53-4031.00-2,male
55-3011.00-0,both
55-3011.00-1,both
55-3011.00-2,both
55-3018.00-0,male
55-3018.00-1,male
55-3018.00-2,male
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-3016.00-0,male
55-3016.00-1,male
55-3016.00-2,male
55-3019.00-0,male
55-3019.00-1,male
55-3019.00-2,male
55-1017.00-0,male
55-1017.00-1,male
55-1017.00-2,male
55-1015.00-0,male
55-1015.00-1,male
55-1015.00-2,male
55-2012.00-0,male
55-2012.00-1,male
55-2012.00-2,male
55-1014.00-0,male
55-1014.00-1,male
55-1014.00-2,male
