ID,Gender
25-2031.00-0,female
25-2031.00-1,female
25-2031.00-2,female
27-3092.00-0,both
27-3092.00-1,female
27-3092.00-2,female
27-4015.00-0,both
27-4015.00-1,male
27-4015.00-2,both
27-1021.00-0,both
27-1021.00-1,both
27-1021.00-2,both
27-2012.00-0,both
27-2012.00-1,both
27-2012.00-2,both
27-2032.00-0,female
27-2032.00-1,female
27-2032.00-2,female
27-1011.00-0,both
27-1011.00-1,female
27-1011.00-2,both
27-1024.00-0,female
27-1024.00-1,female
27-1024.00-2,female
27-2041.00-0,both
27-2041.00-1,both
27-2041.00-2,both
27-3043.00-0,female
27-3043.00-1,female
27-3043.00-2,female
27-3041.00-0,female
27-3041.00-1,female
27-3041.00-2,female
29-1128.00-0,both
29-1128.00-1,both
29-1128.00-2,both
29-1125.00-0,female
29-1125.00-1,female
29-1125.00-2,female
29-9091.00-0,both
29-9091.00-1,both
29-9091.00-2,both
29-1151.00-0,both
29-1151.00-1,both
29-1151.00-2,both
29-1124.00-0,female
29-1124.00-1,both
29-1124.00-2,female
29-1212.00-0,male
29-1212.00-1,male
29-1212.00-2,male
29-2011.02-0,female
29-2011.02-1,female
29-2011.02-2,female
29-1041.00-0,both
29-1041.00-1,both
29-1041.00-2,both
29-1229.04-0,female
29-1229.04-1,both
29-1229.04-2,both
29-9093.00-0,both
29-9093.00-1,both
29-9093.00-2,both
31-9099.02-0,both
31-9099.02-1,both
31-9099.02-2,female
31-1133.00-0,female
31-1133.00-1,female
31-1133.00-2,female
31-9091.00-0,female
31-9091.00-1,female
31-9091.00-2,female
31-9094.00-0,female
31-9094.00-1,female
31-9094.00-2,female
31-2012.00-0,female
31-2012.00-1,female
31-2012.00-2,female
31-9099.00-0,female
31-9099.00-1,female
31-9099.00-2,female
31-1122.00-0,female
31-1122.00-1,female
31-1122.00-2,female
31-2021.00-0,female
31-2021.00-1,female
31-2021.00-2,female
31-9093.00-0,female
31-9093.00-1,female
31-9093.00-2,female
31-2022.00-0,female
31-2022.00-1,female
31-2022.00-2,female
33-9099.00-0,male
33-9099.00-1,male
33-9099.00-2,male
33-1091.00-0,male
33-1091.00-1,male
33-1091.00-2,male
33-1021.00-0,male
33-1021.00-1,male
33-1021.00-2,male
33-3031.00-0,both
33-3031.00-1,both
33-3031.00-2,male
33-9093.00-0,both
33-9093.00-1,both
33-9093.00-2,both
33-2021.00-0,male
33-2021.00-1,male
33-2021.00-2,male
33-3052.00-0,male
33-3052.00-1,male
33-3052.00-2,male
33-1011.00-0,male
33-1011.00-1,male
33-1011.00-2,male
33-3021.06-0,both
33-3021.06-1,both
33-3021.06-2,both
33-3051.00-0,male
33-3051.00-1,male
33-3051.00-2,male
35-2021.00-0,both
35-2021.00-1,both
35-2021.00-2,both
35-9011.00-0,female
35-9011.00-1,female
35-9011.00-2,female
35-3041.00-0,female
35-3041.00-1,female
35-3041.00-2,female
35-2019.00-0,both
35-2019.00-1,both
35-2019.00-2,both
35-3023.00-0,female
35-3023.00-1,female
35-3023.00-2,female
35-2011.00-0,male
35-2011.00-1,both
35-2011.00-2,both
35-2013.00-0,female
35-2013.00-1,female
35-2013.00-2,female
35-9099.00-0,female
35-9099.00-1,female
35-9099.00-2,female
35-2014.00-0,both
35-2014.00-1,both
35-2014.00-2,both
35-9021.00-0,female
35-9021.00-1,female
35-9021.00-2,female
37-1011.00-0,female
37-1011.00-1,female
37-1011.00-2,female
37-1012.00-0,both
37-1012.00-1,both
37-1012.00-2,male
37-2011.00-0,female
37-2011.00-1,female
37-2011.00-2,female
37-2012.00-0,female
37-2012.00-1,female
37-2012.00-2,female
37-2019.00-0,female
37-2019.00-1,female
37-2019.00-2,female
37-2021.00-0,male
37-2021.00-1,male
37-2021.00-2,male
37-3011.00-0,female
37-3011.00-1,female
37-3011.00-2,female
37-3012.00-0,both
37-3012.00-1,both
37-3012.00-2,male
37-3013.00-0,male
37-3013.00-1,male
37-3013.00-2,male
37-3019.00-0,both
37-3019.00-1,female
37-3019.00-2,male
39-9099.00-0,female
39-9099.00-1,female
39-9099.00-2,female
39-4012.00-0,female
39-4012.00-1,female
39-4012.00-2,female
39-1022.00-0,female
39-1022.00-1,female
39-1022.00-2,female
39-1014.00-0,female
39-1014.00-1,female
39-1014.00-2,female
39-3011.00-0,male
39-3011.00-1,male
39-3011.00-2,male
39-9032.00-0,female
39-9032.00-1,female
39-9032.00-2,female
39-2021.00-0,female
39-2021.00-1,female
39-2021.00-2,female
39-6011.00-0,female
39-6011.00-1,female
39-6011.00-2,female
39-6012.00-0,female
39-6012.00-1,female
39-6012.00-2,female
39-2011.00-0,female
39-2011.00-1,female
39-2011.00-2,female
41-2031.00-0,female
41-2031.00-1,female
41-2031.00-2,female
41-3041.00-0,female
41-3041.00-1,female
41-3041.00-2,female
41-9031.00-0,both
41-9031.00-1,both
41-9031.00-2,both
41-3021.00-0,female
41-3021.00-1,female
41-3021.00-2,female
41-2011.00-0,female
41-2011.00-1,female
41-2011.00-2,female
41-9091.00-0,both
41-9091.00-1,both
41-9091.00-2,female
41-3031.00-0,male
41-3031.00-1,male
41-3031.00-2,male
41-9011.00-0,female
41-9011.00-1,female
41-9011.00-2,both
41-4012.00-0,both
41-4012.00-1,both
41-4012.00-2,both
41-2022.00-0,male
41-2022.00-1,male
41-2022.00-2,both
43-5051.00-0,female
43-5051.00-1,both
43-5051.00-2,female
43-4051.00-0,female
43-4051.00-1,female
43-4051.00-2,female
43-5011.00-0,male
43-5011.00-1,male
43-5011.00-2,both
43-5031.00-0,female
43-5031.00-1,female
43-5031.00-2,both
43-4061.00-0,female
43-4061.00-1,female
43-4061.00-2,female
43-3021.00-0,female
43-3021.00-1,female
43-3021.00-2,female
43-5053.00-0,both
43-5053.00-1,male
43-5053.00-2,both
43-6014.00-0,female
43-6014.00-1,female
43-6014.00-2,female
43-5111.00-0,both
43-5111.00-1,both
43-5111.00-2,both
43-4011.00-0,both
43-4011.00-1,both
43-4011.00-2,both
45-4021.00-0,male
45-4021.00-1,male
45-4021.00-2,male
45-2091.00-0,male
45-2091.00-1,male
45-2091.00-2,male
45-4023.00-0,male
45-4023.00-1,male
45-4023.00-2,male
45-2011.00-0,both
45-2011.00-1,both
45-2011.00-2,both
45-2099.00-0,both
45-2099.00-1,both
45-2099.00-2,male
45-4029.00-0,male
45-4029.00-1,male
45-4029.00-2,male
45-2041.00-0,both
45-2041.00-1,both
45-2041.00-2,both
45-3031.00-0,male
45-3031.00-1,male
45-3031.00-2,male
45-4022.00-0,male
45-4022.00-1,male
45-4022.00-2,male
45-1011.00-0,male
45-1011.00-1,male
45-1011.00-2,male
47-2151.00-0,male
47-2151.00-1,male
47-2151.00-2,male
47-5043.00-0,male
47-5043.00-1,male
47-5043.00-2,male
47-2161.00-0,male
47-2161.00-1,male
47-2161.00-2,male
47-2044.00-0,male
47-2044.00-1,male
47-2044.00-2,male
47-2031.00-0,male
47-2031.00-1,male
47-2031.00-2,male
47-1011.03-0,both
47-1011.03-1,male
47-1011.03-2,both
47-2043.00-0,male
47-2043.00-1,male
47-2043.00-2,male
47-3019.00-0,male
47-3019.00-1,male
47-3019.00-2,male
47-2051.00-0,male
47-2051.00-1,male
47-2051.00-2,male
47-4099.03-0,male
47-4099.03-1,both
47-4099.03-2,male
49-9098.00-0,male
49-9098.00-1,male
49-9098.00-2,male
49-9041.00-0,male
49-9041.00-1,male
49-9041.00-2,male
49-9091.00-0,male
49-9091.00-1,male
49-9091.00-2,male
49-2095.00-0,male
49-2095.00-1,male
49-2095.00-2,male
49-2097.00-0,male
49-2097.00-1,male
49-2097.00-2,male
49-9061.00-0,male
49-9061.00-1,both
49-9061.00-2,male
49-9011.00-0,male
49-9011.00-1,male
49-9011.00-2,male
49-3092.00-0,male
49-3092.00-1,male
49-3092.00-2,male
49-3022.00-0,male
49-3022.00-1,male
49-3022.00-2,male
49-3023.00-0,male
49-3023.00-1,male
49-3023.00-2,male
51-5111.00-0,both
51-5111.00-1,female
51-5111.00-2,both
51-8031.00-0,male
51-8031.00-1,male
51-8031.00-2,both
51-9197.00-0,male
51-9197.00-1,male
51-9197.00-2,male
51-2041.00-0,male
51-2041.00-1,male
51-2041.00-2,male
51-7041.00-0,male
51-7041.00-1,male
51-7041.00-2,male
51-8011.00-0,male
51-8011.00-1,male
51-8011.00-2,male
51-5112.00-0,both
51-5112.00-1,both
51-5112.00-2,both
51-4031.00-0,male
51-4031.00-1,male
51-4031.00-2,male
51-8092.00-0,male
51-8092.00-1,male
51-8092.00-2,male
51-2023.00-0,male
51-2023.00-1,male
51-2023.00-2,male
53-7051.00-0,male
53-7051.00-1,male
53-7051.00-2,male
53-5022.00-0,male
53-5022.00-1,male
53-5022.00-2,male
53-3032.00-0,male
53-3032.00-1,male
53-3032.00-2,male
53-1042.01-0,female
53-1042.01-1,female
53-1042.01-2,female
53-4031.00-0,male
53-4031.00-1,male
53-4031.00-2,male
53-7121.00-0,male
53-7121.00-1,male
53-7121.00-2,male
53-7062.00-0,male
53-7062.00-1,male
53-7062.00-2,male
53-6011.00-0,male
53-6011.00-1,male
53-6011.00-2,male
53-3099.00-0,male
53-3099.00-1,male
53-3099.00-2,male
53-3033.00-0,male
53-3033.00-1,male
53-3033.00-2,male
55-3012.00-0,male
55-3012.00-1,male
55-3012.00-2,male
55-3018.00-0,male
55-3018.00-1,male
55-3018.00-2,male
55-3013.00-0,male
55-3013.00-1,male
55-3013.00-2,male
55-1016.00-0,male
55-1016.00-1,male
55-1016.00-2,male
55-1012.00-0,male
55-1012.00-1,male
55-1012.00-2,male
55-2012.00-0,male
55-2012.00-1,male
55-2012.00-2,male
55-2011.00-0,both
55-2011.00-1,both
55-2011.00-2,both
55-3014.00-0,male
55-3014.00-1,male
55-3014.00-2,male
55-1013.00-0,male
55-1013.00-1,male
55-1013.00-2,male
55-1015.00-0,both
55-1015.00-1,both
55-1015.00-2,both
